--------- beginning of main
05-24 14:39:25.367 15421 15438 D Unity   : initOculus Java!
05-24 14:39:33.255 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:33.255 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:33.255 15421 15438 I Unity   : 
05-24 14:39:33.316 15421 15438 W Unity   : Ignoring depth surface store action as it is memoryless
05-24 14:39:33.343 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:33.343 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:33.343 15421 15438 I Unity   : 
05-24 14:39:33.344 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:33.344 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:33.344 15421 15438 I Unity   : 
05-24 14:39:33.366 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:33.366 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:33.366 15421 15438 I Unity   : 
05-24 14:39:33.435 15421 15438 I Unity   : trigger enter
05-24 14:39:42.361 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:42.361 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:42.361 15421 15438 I Unity   : 
05-24 14:39:43.713 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:43.713 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:43.713 15421 15438 I Unity   : 
05-24 14:39:44.619 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:44.619 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:44.619 15421 15438 I Unity   : 
05-24 14:39:44.814 15421 15438 I Unity   : LeftHandAnchor closed
05-24 14:39:44.814 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:44.814 15421 15438 I Unity   : 
05-24 14:39:45.440 15421 15438 I Unity   : Inside Door OnTriggerEnter 
05-24 14:39:45.440 15421 15438 I Unity   : DoorScript:OnTriggerEnter(Collider)
05-24 14:39:45.440 15421 15438 I Unity   : 
05-24 14:39:45.748 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:45.748 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:45.748 15421 15438 I Unity   : 
05-24 14:39:45.761 15421 15438 I Unity   : !!!!!!!! TriggerHapticFeedback()
05-24 14:39:45.761 15421 15438 I Unity   : HapticFeedback:RightShortVibration()
05-24 14:39:45.761 15421 15438 I Unity   : DoorScript:OpenDoor(Single)
05-24 14:39:45.761 15421 15438 I Unity   : DoorScript:OnTriggerStay(Collider)
05-24 14:39:45.761 15421 15438 I Unity   : 
05-24 14:39:45.762 15421 15438 I Unity   : !!!!!!!! TriggerHapticFeedback()
05-24 14:39:45.762 15421 15438 I Unity   : HapticFeedback:LeftShortVibration()
05-24 14:39:45.762 15421 15438 I Unity   : DoorScript:OpenDoor(Single)
05-24 14:39:45.762 15421 15438 I Unity   : DoorScript:OnTriggerStay(Collider)
05-24 14:39:45.762 15421 15438 I Unity   : 
05-24 14:39:46.482 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:46.482 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:46.482 15421 15438 I Unity   : 
05-24 14:39:46.482 15421 15438 I Unity   : RightHandAnchor grasped Tomato
05-24 14:39:46.482 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:46.482 15421 15438 I Unity   : 
05-24 14:39:47.221 15421 15438 I Unity   : RightHandAnchor released Tomato
05-24 14:39:47.221 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:47.221 15421 15438 I Unity   : 
05-24 14:39:47.221 15421 15438 I Unity   : detach_from {0}(-0.55, -0.58, -0.56)
05-24 14:39:47.221 15421 15438 I Unity   : Grabbable:detach_from(HandController, Vector3, Vector3)
05-24 14:39:47.221 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:47.221 15421 15438 I Unity   : 
05-24 14:39:47.222 15421 15438 I Unity   :  hand releasing velocity (-0.55, -0.58, -0.56)
05-24 14:39:47.222 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:47.222 15421 15438 I Unity   : 
05-24 14:39:47.304 15421 15438 I Unity   : trigger enter
05-24 14:39:48.043 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:48.043 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:48.043 15421 15438 I Unity   : 
05-24 14:39:48.043 15421 15438 I Unity   : RightHandAnchor grasped Knife
05-24 14:39:48.043 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:48.043 15421 15438 I Unity   : 
05-24 14:39:48.475 15421 15438 I Unity   : collision enter {0} {1}TomatoTomato
05-24 14:39:48.475 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:48.475 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:48.475 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:48.475 15421 15438 I Unity   : 
05-24 14:39:48.475 15421 15438 I Unity   : !!!!!!!! TriggerHapticFeedback()
05-24 14:39:48.475 15421 15438 I Unity   : HapticFeedback:RightShortVibration()
05-24 14:39:48.475 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:48.475 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:48.475 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:48.475 15421 15438 I Unity   : 
05-24 14:39:48.476 15421 15438 I Unity   : !!!!!!!! TriggerHapticFeedback()
05-24 14:39:48.476 15421 15438 I Unity   : HapticFeedback:LeftShortVibration()
05-24 14:39:48.476 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:48.476 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:48.476 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:48.476 15421 15438 I Unity   : 
05-24 14:39:48.479 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.00, 0.00, 0.00)
05-24 14:39:48.479 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:48.479 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:48.479 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:48.479 15421 15438 I Unity   : 
05-24 14:39:48.479 15421 15438 I Unity   :  #### Impulse {0} {1}(-3725.95, -10170.36, -6137.67)
05-24 14:39:48.479 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:48.479 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:48.479 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:48.479 15421 15438 I Unity   : 
05-24 14:39:48.488 15421 15438 I Unity   : trigger enter
05-24 14:39:48.779 15421 15438 I Unity   : trigger enter
05-24 14:39:49.281 15421 15438 I Unity   : RightHandAnchor released Knife
05-24 14:39:49.281 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:49.281 15421 15438 I Unity   : 
05-24 14:39:49.281 15421 15438 I Unity   : detach_from {0}(0.18, -0.79, -0.29)
05-24 14:39:49.281 15421 15438 I Unity   : Grabbable:detach_from(HandController, Vector3, Vector3)
05-24 14:39:49.281 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:49.281 15421 15438 I Unity   : 
05-24 14:39:49.282 15421 15438 I Unity   :  hand releasing velocity (0.18, -0.79, -0.29)
05-24 14:39:49.282 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:49.282 15421 15438 I Unity   : 
05-24 14:39:49.377 15421 15438 I Unity   : trigger enter
05-24 14:39:49.559 15421 15438 I Unity   : trigger enter
05-24 14:39:49.768 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:49.768 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:49.768 15421 15438 I Unity   : 
05-24 14:39:51.202 15421 15438 I Unity   : OnTriggerEnter() OVRPlayerController 
05-24 14:39:51.202 15421 15438 I Unity   : MainPlayerController:OnTriggerEnter(Collider)
05-24 14:39:51.202 15421 15438 I Unity   : 
05-24 14:39:52.429 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:52.429 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:52.429 15421 15438 I Unity   : 
05-24 14:39:52.429 15421 15438 I Unity   : RightHandAnchor grasped Lettuce
05-24 14:39:52.429 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:52.429 15421 15438 I Unity   : 
05-24 14:39:53.487 15421 15438 I Unity   : trigger enter
05-24 14:39:53.626 15421 15438 I Unity   : collision enter {0} {1}LettuceUntagged
05-24 14:39:53.626 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.626 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.626 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.626 15421 15438 I Unity   : 
05-24 14:39:53.629 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.00, 0.00, 0.00)
05-24 14:39:53.629 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.629 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.629 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.629 15421 15438 I Unity   : 
05-24 14:39:53.630 15421 15438 I Unity   :  #### Impulse {0} {1}(0.00, 0.00, 0.00)
05-24 14:39:53.630 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.630 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.630 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.630 15421 15438 I Unity   : 
05-24 14:39:53.751 15421 15438 I Unity   : RightHandAnchor released Lettuce
05-24 14:39:53.751 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:53.751 15421 15438 I Unity   : 
05-24 14:39:53.752 15421 15438 I Unity   : detach_from {0}(-0.10, -0.27, -0.09)
05-24 14:39:53.752 15421 15438 I Unity   : Grabbable:detach_from(HandController, Vector3, Vector3)
05-24 14:39:53.752 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:53.752 15421 15438 I Unity   : 
05-24 14:39:53.752 15421 15438 I Unity   :  hand releasing velocity (-0.10, -0.27, -0.09)
05-24 14:39:53.752 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:53.752 15421 15438 I Unity   : 
05-24 14:39:53.765 15421 15438 I Unity   : trigger enter
05-24 14:39:53.765 15421 15438 I Unity   : collision enter {0} {1}LettuceUntagged
05-24 14:39:53.765 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.765 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.765 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.765 15421 15438 I Unity   : 
05-24 14:39:53.766 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.09, 0.26, 0.08)
05-24 14:39:53.766 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.766 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.766 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.766 15421 15438 I Unity   : 
05-24 14:39:53.766 15421 15438 I Unity   :  #### Impulse {0} {1}(0.00, 0.00, 0.00)
05-24 14:39:53.766 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:53.766 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:53.766 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:53.766 15421 15438 I Unity   : 
05-24 14:39:53.792 15421 15438 I Unity   : trigger enter
05-24 14:39:53.792 15421 15438 I Unity   : trigger enter
05-24 14:39:53.848 15421 15438 I Unity   : trigger enter
05-24 14:39:54.490 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:54.490 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.490 15421 15438 I Unity   : 
05-24 14:39:54.490 15421 15438 I Unity   : RightHandAnchor grasped Knife
05-24 14:39:54.490 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.490 15421 15438 I Unity   : 
05-24 14:39:54.629 15421 15438 I Unity   : RightHandAnchor released Knife
05-24 14:39:54.629 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.629 15421 15438 I Unity   : 
05-24 14:39:54.629 15421 15438 I Unity   : detach_from {0}(0.36, 0.89, 0.56)
05-24 14:39:54.629 15421 15438 I Unity   : Grabbable:detach_from(HandController, Vector3, Vector3)
05-24 14:39:54.629 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.629 15421 15438 I Unity   : 
05-24 14:39:54.630 15421 15438 I Unity   :  hand releasing velocity (0.36, 0.89, 0.56)
05-24 14:39:54.630 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.630 15421 15438 I Unity   : 
05-24 14:39:54.753 15421 15438 I Unity   : collision enter {0} {1}TomatoTomato
05-24 14:39:54.753 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.753 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.753 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.753 15421 15438 I Unity   : 
05-24 14:39:54.754 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.36, -0.20, 0.56)
05-24 14:39:54.754 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.754 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.754 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.754 15421 15438 I Unity   : 
05-24 14:39:54.754 15421 15438 I Unity   :  #### Impulse {0} {1}(0.00, 0.00, 0.00)
05-24 14:39:54.754 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.754 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.754 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.754 15421 15438 I Unity   : 
05-24 14:39:54.781 15421 15438 I Unity   : collision enter {0} {1}LettuceUntagged
05-24 14:39:54.781 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.781 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.781 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.781 15421 15438 I Unity   : 
05-24 14:39:54.782 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.64, 0.17, -0.23)
05-24 14:39:54.782 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.782 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.782 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.782 15421 15438 I Unity   : 
05-24 14:39:54.782 15421 15438 I Unity   :  #### Impulse {0} {1}(0.00, 0.00, 0.00)
05-24 14:39:54.782 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:54.782 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:54.782 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:54.782 15421 15438 I Unity   : 
05-24 14:39:54.921 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:54.921 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:54.921 15421 15438 I Unity   : 
05-24 14:39:54.976 15421 15438 I Unity   : trigger enter
05-24 14:39:55.129 15421 15438 I Unity   : trigger enter
05-24 14:39:55.200 15421 15438 I Unity   : trigger enter
05-24 14:39:56.288 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:56.288 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:56.288 15421 15438 I Unity   : 
05-24 14:39:57.164 15421 15438 I Unity   : RightHandAnchor closed
05-24 14:39:57.164 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:57.164 15421 15438 I Unity   : 
05-24 14:39:57.165 15421 15438 I Unity   : RightHandAnchor grasped Lettuce
05-24 14:39:57.165 15421 15438 I Unity   : HandController:handle_controller_behavior()
05-24 14:39:57.165 15421 15438 I Unity   : 
05-24 14:39:57.747 15421 15438 I Unity   : collision enter {0} {1}LettuceUntagged
05-24 14:39:57.747 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:57.747 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:57.747 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:57.747 15421 15438 I Unity   : 
05-24 14:39:57.748 15421 15438 I Unity   :  ==== Cutting Speed {0} {1}Knife(0.00, 0.00, 0.00)
05-24 14:39:57.748 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:57.748 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:57.748 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:57.748 15421 15438 I Unity   : 
05-24 14:39:57.748 15421 15438 I Unity   :  #### Impulse {0} {1}(0.00, 0.00, 0.00)
05-24 14:39:57.748 15421 15438 I Unity   : Cuttable:OnCollisionEnter(Collision)
05-24 14:39:57.748 15421 15438 I Unity   : UnityEngine.Physics:ReportContacts(ReadOnly)
05-24 14:39:57.748 15421 15438 I Unity   : UnityEngine.Physics:OnSceneContact(PhysicsScene, IntPtr, Int32)
05-24 14:39:57.748 15421 15438 I Unity   : 
05-24 14:39:57.858 15421 15438 I Unity   : trigger enter
05-24 14:39:58.179 15421 15438 I Unity   : trigger enter
05-24 14:39:58.179 15421 15438 I Unity   : trigger enter
